utilidad_real,inversion,compras_cliente,clusters,cluster_names
-0.29809971163887705,-0.3574746050337808,-0.36604532449184807,0,Comprador Sin nivel
-0.32744694124241064,-0.3684111366908845,-0.36604532449184807,0,Comprador Sin nivel
-0.36930853027054045,-0.3764761645572784,-0.36604532449184807,0,Comprador Sin nivel
-0.35730192770789826,-0.3742898138486219,-0.36604532449184807,0,Comprador Sin nivel
-0.3465346470872723,-0.3661399382005117,-0.36604532449184807,0,Comprador Sin nivel
-0.32570673562559616,-0.3446727252859292,-0.36604532449184807,0,Comprador Sin nivel
-0.2582996498275067,-0.3238395540766471,-0.36604532449184807,0,Comprador Sin nivel
-0.3314982567625729,-0.3464055892112627,-0.36604532449184807,0,Comprador Sin nivel
-0.27407447842801547,-0.35109538387549666,-0.043455101371238994,0,Comprador Sin nivel
1.9972820793169492,1.502290798452065,6.085759137920333,3,Comprador Bronce
-0.20879808131405336,-0.2786550693070006,-0.36604532449184807,0,Comprador Sin nivel
-0.25518781337028523,-0.277955871454775,0.6017253448699791,0,Comprador Sin nivel
-0.1458910014253542,-0.16390097740666087,-0.36604532449184807,0,Comprador Sin nivel
-0.26277409606417407,-0.3240978620013459,-0.043455101371238994,0,Comprador Sin nivel
0.23968117213004844,0.3226082435769176,1.8920862373524154,3,Comprador Bronce
-0.2370480062452614,-0.22789660648020216,-0.043455101371238994,0,Comprador Sin nivel
-0.19709218078129737,-0.18341850121808673,-0.043455101371238994,0,Comprador Sin nivel
-0.29148254863680095,-0.336140165867488,-0.043455101371238994,0,Comprador Sin nivel
-0.3082660177676184,-0.3084024701642676,-0.36604532449184807,0,Comprador Sin nivel
-0.21308308527053926,-0.18318321513196817,-0.36604532449184807,0,Comprador Sin nivel
-0.11441415707352197,0.09523768816541432,-0.36604532449184807,0,Comprador Sin nivel
-0.3041764701319547,-0.32237484389376997,-0.36604532449184807,0,Comprador Sin nivel
0.07761802675243677,0.3474003022733712,-0.36604532449184807,0,Comprador Sin nivel
-0.19075595939200743,-0.14533835312628232,-0.36604532449184807,0,Comprador Sin nivel
-0.3286690802154635,-0.3064845627816667,-0.36604532449184807,0,Comprador Sin nivel
-0.3170525311436548,-0.344549073398209,-0.36604532449184807,0,Comprador Sin nivel
0.4052363272482391,0.6161468208753087,0.6017253448699791,0,Comprador Sin nivel
