utilidad_real,inversion,compras_cliente,clusters,cluster_names
-0.21284847264239734,-0.13857481409820535,-0.317601190318429,1,Comprador Sin nivel
-0.29468100606318776,-0.30608685691824256,-0.317601190318429,1,Comprador Sin nivel
-0.2746064900783609,-0.3485740441349666,-0.317601190318429,1,Comprador Sin nivel
-0.2121879442554386,-0.29499049749555045,-0.317601190318429,1,Comprador Sin nivel
-0.13502859443245976,-0.042470824773047686,0.70396140122126,4,Comprador Bronce
-0.23450358561595114,-0.29993459515001,-0.317601190318429,1,Comprador Sin nivel
-0.32489014411426265,-0.37678303110719696,-0.317601190318429,1,Comprador Sin nivel
-0.09298205782146308,-0.10774656978110513,0.70396140122126,4,Comprador Bronce
-0.07955588777785973,-0.2760784660468986,-0.06221054243350671,1,Comprador Sin nivel
-0.33765111463093317,-0.3917182745118955,-0.317601190318429,1,Comprador Sin nivel
-0.2849810919607769,-0.3284423152928611,-0.317601190318429,1,Comprador Sin nivel
-0.3147428223862101,-0.3775036841964373,-0.317601190318429,1,Comprador Sin nivel
-0.23186147206811614,-0.1452542104285234,-0.317601190318429,1,Comprador Sin nivel
-0.3293532723863652,-0.3932639462580374,-0.317601190318429,1,Comprador Sin nivel
0.11574126312939798,0.28337630805717934,0.44857075333633784,4,Comprador Bronce
-0.31404434098696205,-0.3557542536774244,-0.06221054243350671,1,Comprador Sin nivel
1.3597705009550674,1.1981074654077046,1.7255239927609491,4,Comprador Bronce
-0.19841786153124413,-0.25133420365206954,-0.317601190318429,1,Comprador Sin nivel
-0.3351228601199662,-0.3997363803609595,-0.06221054243350671,1,Comprador Sin nivel
-0.31411586781781503,-0.3243945586628981,-0.317601190318429,1,Comprador Sin nivel
-0.3088935333268015,-0.35643252373274675,-0.317601190318429,1,Comprador Sin nivel
-0.2993740420058892,-0.3570632455430058,-0.317601190318429,1,Comprador Sin nivel
-0.2896814265596878,-0.3195045895909884,-0.06221054243350671,1,Comprador Sin nivel
-0.1652647375115098,-0.10498233274258245,-0.317601190318429,1,Comprador Sin nivel
-0.30607347854057915,-0.3597573630713235,-0.317601190318429,1,Comprador Sin nivel
-0.31218931452475834,-0.34674754056641965,-0.317601190318429,1,Comprador Sin nivel
-0.22992878790384344,-0.18178852717848562,-0.317601190318429,1,Comprador Sin nivel
6.238962319607601,7.015962143084966,14.495056387007063,3,Comprador Oro
-0.1712826255293576,-0.26377104150143404,-0.317601190318429,1,Comprador Sin nivel
0.06535893126154393,0.37752565412359723,1.9809146406458715,4,Comprador Bronce
0.15534231199084328,0.3473835338130128,1.2147426969911046,4,Comprador Bronce
-0.007839145890296858,0.13935727292110944,-0.317601190318429,1,Comprador Sin nivel
-0.32082654428306756,-0.37658420585626273,-0.317601190318429,1,Comprador Sin nivel
-0.29857002203785193,-0.3372166646586459,-0.317601190318429,1,Comprador Sin nivel
-0.11928699869295814,0.12758214814887567,-0.06221054243350671,1,Comprador Sin nivel
-0.31635436567726527,-0.3761639133329355,-0.317601190318429,1,Comprador Sin nivel
-0.3033623197050024,-0.3804439629518014,-0.317601190318429,1,Comprador Sin nivel
-0.18409614637073646,-0.21025591622061346,-0.06221054243350671,1,Comprador Sin nivel
-0.2872735998761774,-0.27985925909260007,-0.317601190318429,1,Comprador Sin nivel
-0.32970346191129646,-0.3802590059390106,-0.317601190318429,1,Comprador Sin nivel
0.4965079243578364,1.9450255118091093,0.70396140122126,4,Comprador Bronce
-0.3298824249615531,-0.3942916817633114,-0.317601190318429,1,Comprador Sin nivel
-0.32766845058696675,-0.389570324994952,-0.317601190318429,1,Comprador Sin nivel
-0.14357546682689556,-0.14503557340881276,-0.06221054243350671,1,Comprador Sin nivel
-0.23362570324707382,-0.2388312794025725,-0.317601190318429,1,Comprador Sin nivel
-0.26752270630767927,-0.34499059045754116,-0.317601190318429,1,Comprador Sin nivel
-0.3183680649254633,-0.3895212908672305,-0.317601190318429,1,Comprador Sin nivel
-0.290664555551106,-0.3657425691749811,-0.317601190318429,1,Comprador Sin nivel
-0.33374976392727507,-0.39886413186242137,-0.317601190318429,1,Comprador Sin nivel
-0.3145406496092073,-0.37643632515361053,-0.317601190318429,1,Comprador Sin nivel
-0.2768321423028825,-0.31087529067517344,-0.317601190318429,1,Comprador Sin nivel
-0.27053296407472094,-0.3493792510230918,-0.317601190318429,1,Comprador Sin nivel
-0.2800055980227683,-0.3574867221006006,-0.317601190318429,1,Comprador Sin nivel
-0.27791526288437063,-0.35849995256087774,-0.317601190318429,1,Comprador Sin nivel
-0.11476723284867,-0.13429306632773005,0.19318010545141556,1,Comprador Sin nivel
-0.24249327859535455,-0.2748088854499188,-0.06221054243350671,1,Comprador Sin nivel
-0.290576095837847,-0.3165956558840812,-0.317601190318429,1,Comprador Sin nivel
