articulo,enero,febrero,marzo,abril,mayo,junio,julio,agosto,septiembre,octubre,noviembre,diciembre
herramienta,-0.0015863750328244247,-0.02500245348184329,0.011656785531036704,0.05656232506986636,0.06776863966730828,0.008007770705648946,0.0034017284606249684,0.04183905692525198,0.060860474480031755,-0.06644254434785224,-0.12933493386853095,0.03489835230074145
bocina,-0.0023210388153181508,-0.05053614875913348,0.04176487851325014,-0.0538278721216457,0.06987669624193048,-0.11491045403386102,0.06481242993683559,0.057533999990430865,-0.06127363697855161,0.022261871152514094,-0.09760880934747312,-0.0627072058751441
frazada,-0.0031071069382440086,0.00939370913843457,-0.0018894115876378348,0.020019821331769,0.031753773460656096,0.031331237122335265,-0.1013695170817176,0.010527329683843747,0.01646240602218123,0.06127310342588399,-0.18656330560515497,-0.0077435938800852755
lonchera,-0.004218474399907787,-0.1446480543451455,0.04534281403337992,-0.11074680184149943,-0.042470792714262545,0.027374458675647174,0.02433926149060789,-0.02055169617512642,0.019019950162818357,0.031083687704770525,-0.06902443116026236,0.03824610606311096
lapicera_lapiz,-0.006178936351818459,-0.005964722741920947,-0.007411092276322195,0.026864271359983337,-0.00997854976153708,-0.11260691107877965,0.011557602473615702,0.011118017405231322,-0.14516911955881576,0.039559726194640515,-0.040368431591067455,0.024313449709382345
jenga,-0.0061993641743738614,0.01058520334230853,0.011013816204132235,4.407953682023652e-05,0.01012681813727525,-0.16172935450782974,0.02249062505026178,0.00754329943915286,-0.12577111722313736,0.03899331239827589,0.022549185216076965,0.0077725690953498565
inflables,-0.007264304770029911,0.006893823949829094,0.007274605350992995,-0.2080532480266027,0.020454246124246192,-0.008684211752699268,-0.0035007516579032873,0.0043969303209121825,-0.00304337645650676,0.0014611813631131149,0.011520332274179628,-0.0017894159367040814
bolsa,-0.011357974466094573,0.04351409862597254,-0.035492249394374814,0.02813242804283049,0.08405121688519072,-0.007777790145948593,-0.06261168059799377,-0.04761807262289923,-0.08153268593297658,-0.062254418353083464,0.04262940879946858,0.0970201846036293
calendario,-0.015028197384845267,0.003565186974433591,-0.011699753584959647,0.014161592818995018,0.020768154006264944,0.012404584848554726,0.004033442435135051,-0.004263704532519553,0.011496226339221292,0.03756906104598741,-0.21069450857141805,-0.010951147074237277
agenda,-0.015629832067254837,0.024833118720423777,0.012682825874378141,0.026633719653336434,0.03325212935748998,0.02568946890856947,0.019950945845704532,-0.012499668874378506,0.02638396633819979,0.01223149038326115,-0.20215297842138563,-0.06220136864588702
lampara,-0.016480158372722892,-0.015622372282996427,-0.008578912921031835,-0.009271383250122223,-0.0036666244656378306,0.00799246273385201,-0.012057929288716757,-0.002159024319601962,-0.20182524123298726,0.007249774908182224,0.0026269590007904596,-0.0032778212495657884
utensilios,-0.016480158372722892,-0.015622372282996427,-0.008578912921031835,-0.009271383250122223,-0.0036666244656378306,0.00799246273385201,-0.012057929288716757,-0.002159024319601962,-0.20182524123298726,0.007249774908182224,0.0026269590007904596,-0.0032778212495657884
termo,-0.0174725163144427,0.010357855632378649,0.03858771799843484,0.07137070770260212,-0.08050768983264145,0.009476993765005673,-0.055568305661061454,-0.010365708461335221,0.049052083127217455,-0.011765201342999937,-0.09654425533807542,0.06736099444945565
llavero,-0.023062576471335944,0.038041623448238956,-0.012038732411576263,0.02751999453394082,-0.01034772862690735,-0.016656154875991657,0.002498952039037581,0.0407040429587652,-0.15843530838428824,-0.006608830265375565,-0.06201249950726664,-0.014729758024001144
mochila,-0.026961087404874545,0.03309834017531499,0.030657076990169854,0.005978437984276969,-0.0049460126567047735,-0.054944440109312445,0.12186434099282391,-0.09403640548059679,0.058968666259564595,-0.09202834724731512,-0.0997170100154855,0.048000942588385914
reloj,-0.03846383749320045,0.07013995038147255,-0.005947625632664544,-0.021817674073409246,0.011418634568628433,-0.014588271326970562,0.11727135050704807,0.03149892785155105,-0.0050953245228426425,-0.1695859452718969,0.010824188728268486,0.06376806762228757
identificador,-0.03953486618056487,0.08726772045371765,-0.01560623641417351,-0.018467203967809598,-0.004736504480073289,-0.05391301972491616,-0.10635788683075433,0.08489465147246446,-0.00804831904160229,0.01988125981338104,0.09954456287694144,0.0844523641375105
gorra,-0.04186043264417706,0.11860315726214646,-0.10875776119658094,-0.10617828859539613,0.06301164729536371,-0.02659164837978501,0.009779522794335103,0.09157195637046991,0.011158140669173124,0.03709700267382938,-0.047057881392465466,0.03911789568432815
antiestrés,-0.04482643710511504,0.06600671026739988,0.014228304557934751,0.07862473300387374,-0.06498517166925691,0.010749522090425609,-0.05043893499289195,0.00019073468478295053,-0.053802396012994434,0.016910851414400324,-0.11972124427666346,0.024470131563787773
abanico,-0.05841905425407491,0.03894817804531674,-0.0350058974923449,-0.09729541469439451,0.03955508388347045,-0.10406800145025594,0.032085788634800536,0.0282454624434941,-0.13407315150863686,0.05207014642556324,0.03393131917006158,0.04537054929625631
pelota,-0.05948995394800169,0.06332823118756065,0.015340685269518574,0.0027728017459697704,-0.024767246859959978,0.06772292653490387,0.06596086751357769,-0.02047956757791583,-0.14091094499323134,-0.07594043550783948,0.0365001048966362,-0.03995317481242993
guantes,-0.06703972032054951,0.041963342083323335,0.04870674204943438,-0.17831740450282907,0.03761919439538821,0.006058709837910993,0.01321017092657234,0.03147390281130127,0.013888924834337235,0.01216505518659295,0.01854176909964645,-0.048024456632309295
cosmetiquera,-0.06756101539938768,-0.14067617083165757,0.07537589087216556,-0.018117063919769118,-0.07555648269228504,0.01228630846524742,0.004744684226776014,-0.03306368210782408,-0.03651400408377807,0.07916900172525423,-0.11704987449903567,0.07400425284416624
pluma,-0.07362861509988342,0.0946707201856458,-0.018444531615240047,0.008929320265655925,-0.1200111614345251,0.039137585403291174,-0.03407111810837056,-0.050651713139943357,0.0677248388862849,0.05827926344093132,0.04237646966346417,0.08861179893363796
impermeable,-0.07961719780259227,0.04104987821693386,0.002857987858852301,-0.10899375454503676,-0.11796321689656353,0.03802265131324497,0.04528115764773296,0.03754554344006579,-0.04066565938418923,0.006012039542946053,-0.02530822609863158,0.04770250948888467
vino,-0.08322877334533638,-0.04894742154934972,0.059551053570982324,0.05664687188376906,-0.030540605815462876,-0.029136057636280743,0.013155743549929072,0.04243835175791366,-0.026808239394609135,0.04352330754427128,-0.15587992898350253,0.052393249046629425
libreta,-0.08582582622523799,-0.011171929667373681,0.03166509841501927,-0.08508078524470364,-0.03029042765959601,0.009447397681838846,0.01919079615951616,-0.05582126689001103,-0.1265941105263893,-0.006119595486360693,-0.092521427316157,0.08398726188054888
destapadores,-0.10963268959208883,0.029937171792859128,-0.02881322988952873,0.06317802638230786,-0.04780951462462071,-0.0506048188283075,0.07168646195218066,0.07229270430948669,-0.08374605536309768,0.07927860934179727,0.05730392938718003,0.058754190012070585
chaleco,-0.1159877490467272,0.06418141037850472,0.07629288164352288,0.03550959760187687,0.049099902907665735,0.05018162075443021,-0.11232924614916975,-0.08194881130035529,-0.029243428183516447,0.05650412679573475,0.024603973591038348,0.008628029097490351
parasol,-0.12337839113556284,0.06351407426494671,0.07852208043660852,0.02794632369502198,0.03472044959123394,0.030520039457319445,0.02771756631826089,0.052525584220998706,-0.040876863201208063,0.023678581353949624,0.016108266850526062,-0.09149364194624353
soporte,-0.12655989078567978,0.06045168820778078,0.0901247547247383,0.06242556934289337,-0.0005367364397736579,0.08820945709822459,-0.0694458730776931,0.06205233051334803,0.06009728524526426,-0.07851750887664745,0.006723314701783958,0.07272732858698334
sombrilla,-0.14308286255928065,0.042794967533703654,0.07496353554468321,0.03593451020352971,0.05238949770339423,0.07083295559481055,-0.011487437824728247,0.04681383135089632,-0.08249968178330083,-0.10823620414183523,0.059921674610729884,0.06966948636834744
chamarra,-0.14992662254450276,-0.12197674315129349,0.08639955159036086,0.0381589033823504,0.035798682106630834,0.03990676203559501,0.038354387588532574,0.050060075516576055,0.023863412296175234,0.026586067820536807,0.026014840774554727,0.1004857660818102
